# Time	Cd	Cl	Cm
1.725	2.04804	-7.06463e-05	9.45151e-06
1.726	2.04795	-7.05694e-05	9.4532e-06
1.727	2.04786	-7.054e-05	9.4409e-06
1.728	2.04778	-7.04018e-05	9.45801e-06
1.729	2.04769	-7.03542e-05	9.44041e-06
1.73	2.04761	-7.03009e-05	9.44405e-06
1.731	2.04752	-7.01925e-05	9.44801e-06
1.732	2.04743	-7.01002e-05	9.44313e-06
1.733	2.04735	-6.99981e-05	9.44663e-06
1.734	2.04726	-6.99248e-05	9.45516e-06
1.735	2.04718	-6.98099e-05	9.46347e-06
1.736	2.04709	-6.97284e-05	9.45836e-06
1.737	2.047	-6.95877e-05	9.46732e-06
1.738	2.04691	-6.93349e-05	9.45172e-06
1.739	2.04687	-6.85769e-05	1.05997e-05
1.74	2.04681	-7.01941e-05	9.44568e-06
1.741	2.04672	-6.98088e-05	9.36949e-06
1.742	2.04663	-6.97052e-05	9.36254e-06
1.743	2.04654	-6.96171e-05	9.35861e-06
1.744	2.04646	-6.95423e-05	9.36396e-06
1.745	2.04637	-6.94244e-05	9.357e-06
1.746	2.04628	-6.93465e-05	9.3661e-06
1.747	2.0462	-6.9304e-05	9.36879e-06
1.748	2.04611	-6.92149e-05	9.37407e-06
1.749	2.04603	-6.90727e-05	9.40114e-06
1.75	2.04594	-6.90579e-05	9.38539e-06
1.751	2.04585	-6.89699e-05	9.39267e-06
1.752	2.04577	-6.88609e-05	9.39192e-06
1.753	2.04568	-6.89452e-05	9.40015e-06
1.754	2.0456	-6.8774e-05	9.40018e-06
1.755	2.04551	-6.87118e-05	9.39945e-06
1.756	2.04543	-6.87439e-05	9.39801e-06
1.757	2.04535	-6.85632e-05	9.39253e-06
1.758	2.04526	-6.85638e-05	9.39398e-06
1.759	2.04518	-6.84691e-05	9.39416e-06
1.76	2.04509	-6.83984e-05	9.39925e-06
1.761	2.04501	-6.83364e-05	9.40017e-06
1.762	2.04493	-6.82607e-05	9.40088e-06
1.763	2.04484	-6.81813e-05	9.40175e-06
1.764	2.04476	-6.75754e-05	9.40151e-06
1.765	2.04468	-6.78562e-05	9.40706e-06
1.766	2.04459	-6.77209e-05	9.41146e-06
1.767	2.04451	-6.77417e-05	9.40584e-06
1.768	2.04443	-6.76255e-05	9.40614e-06
1.769	2.04434	-6.7557e-05	9.40764e-06
1.77	2.04426	-6.75112e-05	9.40569e-06
1.771	2.04418	-6.74232e-05	9.4137e-06
1.772	2.0441	-6.73963e-05	9.41057e-06
1.773	2.04401	-6.7433e-05	9.39743e-06
1.774	2.04393	-6.70631e-05	9.40124e-06
1.775	2.04385	-6.70541e-05	9.40342e-06
1.776	2.04377	-6.70673e-05	9.41541e-06
1.777	2.04369	-6.69904e-05	9.41548e-06
1.778	2.0436	-6.69208e-05	9.41587e-06
1.779	2.04352	-6.67958e-05	9.42784e-06
1.78	2.04344	-6.67786e-05	9.42273e-06
1.781	2.04336	-6.67274e-05	9.41632e-06
1.782	2.04328	-6.66958e-05	9.41396e-06
1.783	2.0432	-6.647e-05	9.40961e-06
1.784	2.04311	-6.64852e-05	9.41591e-06
1.785	2.04305	-6.55291e-05	9.80094e-06
1.786	2.04297	-6.64272e-05	9.49612e-06
1.787	2.04289	-6.62813e-05	9.46246e-06
1.788	2.04281	-6.62161e-05	9.45223e-06
1.789	2.04273	-6.61039e-05	9.45736e-06
1.79	2.04265	-6.60407e-05	9.44931e-06
1.791	2.04257	-6.5943e-05	9.4277e-06
1.792	2.04249	-6.60545e-05	9.41212e-06
1.793	2.04241	-6.58615e-05	9.41737e-06
1.794	2.04233	-6.57532e-05	9.4144e-06
1.795	2.04225	-6.58305e-05	9.41393e-06
1.796	2.04217	-6.59341e-05	9.39526e-06
1.797	2.04209	-6.57788e-05	9.39062e-06
1.798	2.04201	-6.58012e-05	9.40501e-06
1.799	2.04193	-6.57145e-05	9.4016e-06
1.8	2.04185	-6.55952e-05	9.41277e-06
1.801	2.04177	-6.55513e-05	9.40905e-06
1.802	2.04168	-6.54988e-05	9.41012e-06
1.803	2.04162	-6.49796e-05	9.41949e-06
1.804	2.04154	-6.52264e-05	9.40934e-06
1.805	2.04147	-6.50074e-05	9.41398e-06
1.806	2.04139	-6.50641e-05	9.40784e-06
1.807	2.04131	-6.50439e-05	9.40003e-06
1.808	2.04126	-6.40676e-05	1.02268e-05
1.809	2.0412	-6.48163e-05	9.43504e-06
1.81	2.04112	-6.51606e-05	9.3803e-06
1.811	2.04104	-6.48617e-05	9.36584e-06
1.812	2.04096	-6.46526e-05	9.36164e-06
1.813	2.04088	-6.46097e-05	9.36799e-06
1.814	2.0408	-6.45629e-05	9.36684e-06
1.815	2.04072	-6.451e-05	9.36537e-06
1.816	2.04064	-6.4457e-05	9.37582e-06
1.817	2.04056	-6.4406e-05	9.36518e-06
1.818	2.04048	-6.43223e-05	9.38578e-06
1.819	2.0404	-6.42683e-05	9.37933e-06
1.82	2.04032	-6.42492e-05	9.38424e-06
1.821	2.04024	-6.41904e-05	9.37629e-06
1.822	2.04016	-6.47733e-05	9.31427e-06
1.823	2.04008	-6.4137e-05	9.36654e-06
1.824	2.04	-6.41923e-05	9.36464e-06
1.825	2.03993	-6.4056e-05	9.37183e-06
1.826	2.03985	-6.39926e-05	9.37337e-06
1.827	2.03977	-6.3911e-05	9.35742e-06
1.828	2.03969	-6.38749e-05	9.35685e-06
1.829	2.03961	-6.38065e-05	9.37708e-06
1.83	2.03954	-6.50056e-05	9.2487e-06
1.831	2.03946	-6.39928e-05	9.30993e-06
1.832	2.03938	-6.26573e-05	9.43069e-06
1.833	2.0393	-6.47002e-05	9.23665e-06
1.834	2.03923	-6.1331e-05	9.56692e-06
1.835	2.03915	-6.65234e-05	9.063e-06
1.836	2.03908	-5.82631e-05	9.8531e-06
1.837	2.03899	-7.09786e-05	8.61592e-06
1.838	2.03892	-5.1212e-05	1.05298e-05
1.839	2.03884	-8.147e-05	7.58291e-06
1.84	2.03878	-3.64104e-05	1.19868e-05
1.841	2.03868	-9.21612e-05	6.57574e-06
1.842	2.03863	-3.15346e-05	1.24304e-05
1.843	2.03852	-9.68558e-05	6.09107e-06
1.844	2.03848	-2.64861e-05	1.29126e-05
1.845	2.03837	-0.000101536	5.61417e-06
1.846	2.03832	-2.17513e-05	1.33482e-05
1.847	2.03821	-0.000105921	5.16412e-06
1.848	2.03817	-1.73462e-05	1.37767e-05
1.849	2.03806	-0.000109936	4.72029e-06
1.85	2.03802	-1.33034e-05	1.4219e-05
1.851	2.0379	-0.000113569	4.25656e-06
1.852	2.03787	-9.8145e-06	1.46842e-05
1.853	2.03775	-0.000116126	4.23374e-06
1.854	2.03774	-7.53201e-06	1.46485e-05
1.855	2.03761	-0.00011816	3.99498e-06
1.856	2.0376	-5.01752e-06	1.47995e-05
1.857	2.03747	-0.000118628	3.89375e-06
1.858	2.03746	-5.65055e-06	1.47579e-05
1.859	2.03734	-0.000117077	3.97817e-06
1.86	2.03733	-7.35723e-06	1.45643e-05
1.861	2.03718	-0.00011478	4.24962e-06
1.862	2.03718	-1.14618e-05	1.41631e-05
1.863	2.03703	-0.000109357	4.77559e-06
1.864	2.03704	-1.79506e-05	1.35092e-05
1.865	2.03687	-0.000100968	5.59026e-06
1.866	2.0369	-2.71217e-05	1.2609e-05
1.867	2.03672	-9.02972e-05	6.63547e-06
1.868	2.03676	-3.84417e-05	1.15221e-05
1.869	2.03656	-7.74943e-05	7.82733e-06
1.87	2.03662	-5.0921e-05	1.0304e-05
1.871	2.03641	-6.48716e-05	9.05119e-06
1.872	2.03648	-6.24537e-05	9.20623e-06
1.873	2.03625	-5.97479e-05	9.47892e-06
1.874	2.03633	-6.28609e-05	9.15326e-06
1.875	2.03611	-5.95703e-05	9.46757e-06
1.876	2.03618	-6.26579e-05	9.17817e-06
1.877	2.03596	-5.94923e-05	9.46911e-06
1.878	2.03604	-6.25791e-05	9.15844e-06
1.879	2.03582	-6.01746e-05	9.8022e-06
1.88	2.03593	-6.03935e-05	9.37644e-06
1.881	2.0357	-6.25239e-05	9.10703e-06
1.882	2.03579	-5.86152e-05	9.48884e-06
1.883	2.03555	-6.38773e-05	8.97113e-06
1.884	2.03563	-5.72946e-05	9.58608e-06
1.885	2.03541	-6.47485e-05	8.86839e-06
1.886	2.03548	-5.64005e-05	9.6836e-06
1.887	2.03527	-6.53411e-05	8.80703e-06
1.888	2.03532	-5.59037e-05	9.71508e-06
1.889	2.03512	-6.57626e-05	8.75817e-06
1.89	2.03517	-5.56151e-05	9.72462e-06
1.891	2.03498	-6.58958e-05	8.74763e-06
1.892	2.03501	-5.55622e-05	9.71072e-06
1.893	2.03484	-6.59291e-05	8.72063e-06
1.894	2.03486	-5.63742e-05	9.71705e-06
1.895	2.03471	-6.44611e-05	8.73736e-06
1.896	2.03472	-5.63563e-05	9.66669e-06
1.897	2.03458	-6.58683e-05	8.72947e-06
1.898	2.03457	-5.64821e-05	9.61098e-06
1.899	2.03445	-6.41905e-05	8.76772e-06
1.9	2.03443	-5.73224e-05	9.50972e-06
1.901	2.03431	-6.53872e-05	8.74106e-06
1.902	2.03428	-5.80264e-05	9.44009e-06
1.903	2.03417	-6.37885e-05	8.87557e-06
1.904	2.03413	-5.38097e-05	9.85269e-06
1.905	2.03403	-6.09764e-05	9.16988e-06
1.906	2.03399	-5.50776e-05	9.57616e-06
1.907	2.0339	-6.04286e-05	9.18245e-06
1.908	2.03384	-5.63137e-05	9.57908e-06
1.909	2.03376	-6.0012e-05	9.22384e-06
1.91	2.0337	-5.68396e-05	9.52612e-06
1.911	2.03362	-5.96211e-05	9.26029e-06
1.912	2.03355	-5.52822e-05	9.58777e-06
1.913	2.03347	-5.85652e-05	9.47675e-06
1.914	2.0334	-5.60936e-05	9.50398e-06
1.915	2.03333	-5.83906e-05	9.41856e-06
1.916	2.03326	-5.6883e-05	9.46114e-06
1.917	2.03318	-5.81641e-05	9.36944e-06
1.918	2.03312	-5.73765e-05	9.42826e-06
1.919	2.03304	-5.81072e-05	9.35691e-06
1.92	2.03297	-5.76472e-05	9.39186e-06
1.921	2.0329	-5.81279e-05	9.32727e-06
1.922	2.03283	-5.78442e-05	9.36025e-06
1.923	2.03276	-5.09055e-05	1.00214e-05
1.924	2.0327	-5.43529e-05	9.835e-06
1.925	2.03264	-5.53919e-05	9.62784e-06
1.926	2.03257	-5.58862e-05	9.55421e-06
1.927	2.0325	-5.63052e-05	9.49415e-06
1.928	2.03243	-5.67304e-05	9.4568e-06
1.929	2.03236	-5.69742e-05	9.41046e-06
1.93	2.03229	-5.72225e-05	9.37644e-06
1.931	2.03222	-5.73848e-05	9.35091e-06
1.932	2.03215	-5.75692e-05	9.33225e-06
1.933	2.03208	-5.77057e-05	9.31474e-06
1.934	2.03202	-5.77216e-05	9.29602e-06
1.935	2.03195	-5.78687e-05	9.29072e-06
1.936	2.03188	-5.78232e-05	9.27955e-06
1.937	2.03181	-5.77571e-05	9.25826e-06
1.938	2.03174	-5.77456e-05	9.24149e-06
1.939	2.03167	-5.77623e-05	9.23687e-06
1.94	2.0316	-5.77712e-05	9.22984e-06
1.941	2.03153	-5.77041e-05	9.21538e-06
1.942	2.03147	-5.7724e-05	9.21742e-06
1.943	2.0314	-5.76958e-05	9.20767e-06
1.944	2.03133	-5.76715e-05	9.20167e-06
1.945	2.03126	-5.7625e-05	9.19027e-06
1.946	2.03119	-5.76014e-05	9.19439e-06
1.947	2.03112	-5.75427e-05	9.19342e-06
1.948	2.03106	-5.74903e-05	9.18749e-06
1.949	2.03099	-5.74414e-05	9.18705e-06
1.95	2.03092	-5.73878e-05	9.18046e-06
1.951	2.03085	-5.73459e-05	9.17213e-06
1.952	2.0308	-5.71209e-05	9.37883e-06
1.953	2.03075	-5.72531e-05	9.18408e-06
1.954	2.03068	-5.71546e-05	9.16702e-06
1.955	2.03061	-5.71727e-05	9.15664e-06
1.956	2.03055	-5.5671e-05	9.17242e-06
1.957	2.03049	-5.68113e-05	9.14766e-06
1.958	2.03042	-5.68352e-05	9.14281e-06
1.959	2.03035	-5.67943e-05	9.14117e-06
1.96	2.03028	-5.67656e-05	9.13908e-06
1.961	2.03022	-5.40832e-05	9.17416e-06
1.962	2.03017	-5.72468e-05	9.0945e-06
1.963	2.0301	-5.69552e-05	9.11395e-06
1.964	2.03003	-5.67794e-05	9.11965e-06
1.965	2.02996	-5.66536e-05	9.12795e-06
1.966	2.02989	-5.67231e-05	9.13384e-06
1.967	2.02983	-5.64424e-05	9.12474e-06
1.968	2.02976	-5.67916e-05	9.12109e-06
1.969	2.02969	-5.6457e-05	9.12146e-06
1.97	2.02962	-5.63385e-05	9.11901e-06
1.971	2.02956	-5.62829e-05	9.12007e-06
1.972	2.02949	-5.62724e-05	9.12336e-06
1.973	2.02942	-5.62133e-05	9.11713e-06
1.974	2.02936	-5.61495e-05	9.10997e-06
1.975	2.02929	-5.61436e-05	9.11255e-06
1.976	2.02922	-5.59921e-05	9.11004e-06
1.977	2.02916	-5.58999e-05	9.12241e-06
1.978	2.02909	-5.57703e-05	9.12736e-06
1.979	2.02902	-5.56435e-05	9.12362e-06
1.98	2.02896	-5.56614e-05	9.10594e-06
1.981	2.02889	-5.56021e-05	9.11393e-06
1.982	2.02883	-5.5553e-05	9.11436e-06
1.983	2.02876	-5.54393e-05	9.11884e-06
1.984	2.0287	-5.5463e-05	9.09502e-06
1.985	2.02863	-5.53302e-05	9.1072e-06
1.986	2.02857	-5.53064e-05	9.09456e-06
1.987	2.0285	-5.53078e-05	9.09216e-06
1.988	2.02843	-5.51707e-05	9.10044e-06
1.989	2.02837	-5.51835e-05	9.09692e-06
1.99	2.0283	-5.50672e-05	9.0927e-06
1.991	2.02824	-5.5103e-05	9.08748e-06
1.992	2.02817	-5.49691e-05	9.09208e-06
1.993	2.02811	-5.49372e-05	9.08771e-06
1.994	2.02805	-5.49153e-05	9.08608e-06
1.995	2.02798	-5.48507e-05	9.07864e-06
1.996	2.02792	-5.48034e-05	9.07399e-06
1.997	2.02785	-5.47528e-05	9.07096e-06
1.998	2.02779	-5.47054e-05	9.07804e-06
1.999	2.02772	-5.46846e-05	9.0739e-06
2	2.02766	-5.4639e-05	9.06742e-06
2.001	2.02759	-5.4546e-05	9.06829e-06
2.002	2.02753	-5.44933e-05	9.06404e-06
2.003	2.02747	-5.43671e-05	9.05682e-06
2.004	2.0274	-5.42701e-05	9.06139e-06
2.005	2.02734	-5.43739e-05	9.0595e-06
2.006	2.02727	-5.4271e-05	9.05716e-06
2.007	2.02722	-4.77327e-05	9.78875e-06
2.008	2.02716	-5.34961e-05	9.11714e-06
2.009	2.02709	-5.3745e-05	9.08923e-06
2.01	2.02703	-5.38279e-05	9.0689e-06
2.011	2.02697	-5.38625e-05	9.06054e-06
2.012	2.0269	-5.38746e-05	9.04777e-06
2.013	2.02684	-5.38902e-05	9.04286e-06
2.014	2.02678	-5.38114e-05	9.03004e-06
2.015	2.02671	-5.40419e-05	9.02934e-06
2.016	2.02665	-5.39065e-05	9.00802e-06
2.017	2.02659	-5.3894e-05	9.02941e-06
2.018	2.02653	-5.3847e-05	9.01674e-06
2.019	2.02647	-5.38326e-05	9.0071e-06
2.02	2.02641	-5.37965e-05	9.00307e-06
2.021	2.02635	-5.37618e-05	9.00123e-06
2.022	2.02629	-5.37164e-05	8.99124e-06
2.023	2.02622	-5.36548e-05	8.99189e-06
2.024	2.02616	-5.36367e-05	8.98426e-06
2.025	2.0261	-5.35892e-05	8.98769e-06
2.026	2.02603	-5.35376e-05	8.98918e-06
2.027	2.02597	-5.35004e-05	8.98502e-06
2.028	2.02591	-5.3451e-05	8.98334e-06
2.029	2.02585	-5.3042e-05	8.93096e-06
2.03	2.02578	-5.32278e-05	8.93603e-06
2.031	2.02572	-5.35914e-05	8.96663e-06
2.032	2.02566	-5.33287e-05	8.95852e-06
2.033	2.0256	-5.32456e-05	8.9556e-06
2.034	2.02554	-5.32494e-05	8.9624e-06
2.035	2.02547	-5.31565e-05	8.944e-06
2.036	2.02541	-5.26916e-05	8.92419e-06
2.037	2.02535	-5.2866e-05	8.9296e-06
2.038	2.02529	-5.28328e-05	8.92656e-06
2.039	2.02522	-5.27973e-05	8.92394e-06
2.04	2.02516	-5.27605e-05	8.92401e-06
2.041	2.0251	-5.27276e-05	8.92136e-06
2.042	2.02504	-5.28119e-05	8.9166e-06
2.043	2.02498	-5.27283e-05	8.92317e-06
2.044	2.02491	-5.26983e-05	8.91431e-06
2.045	2.02485	-5.26591e-05	8.91238e-06
2.046	2.02479	-5.26677e-05	8.89799e-06
2.047	2.02473	-5.26304e-05	8.90452e-06
2.048	2.02467	-5.11762e-05	8.88655e-06
2.049	2.02464	-5.23285e-05	8.88e-06
2.05	2.02459	-5.23945e-05	8.87557e-06
2.051	2.02452	-5.23937e-05	8.87382e-06
2.052	2.02446	-5.24202e-05	8.85831e-06
2.053	2.0244	-5.23498e-05	8.86767e-06
2.054	2.02434	-5.22509e-05	8.86761e-06
2.055	2.02428	-5.21459e-05	8.86963e-06
2.056	2.02423	-4.93703e-05	8.86903e-06
2.057	2.02417	-5.25187e-05	8.81791e-06
2.058	2.02411	-5.23134e-05	8.82589e-06
2.059	2.02405	-5.23072e-05	8.82886e-06
2.06	2.02399	-5.2242e-05	8.83118e-06
2.061	2.02392	-5.21784e-05	8.83309e-06
2.062	2.02386	-5.21841e-05	8.8252e-06
2.063	2.0238	-5.21285e-05	8.82605e-06
2.064	2.02374	-5.2095e-05	8.82122e-06
2.065	2.02368	-5.20685e-05	8.82198e-06
2.066	2.02362	-5.18601e-05	8.81195e-06
2.067	2.02356	-5.18947e-05	8.80817e-06
2.068	2.02349	-5.18802e-05	8.79474e-06
2.069	2.02343	-5.18905e-05	8.793e-06
2.07	2.02337	-5.18607e-05	8.78879e-06
2.071	2.02331	-5.18124e-05	8.78698e-06
2.072	2.02325	-5.17951e-05	8.78084e-06
2.073	2.02319	-5.17876e-05	8.77863e-06
2.074	2.02313	-5.16525e-05	8.77691e-06
2.075	2.02307	-5.19424e-05	8.76858e-06
2.076	2.02301	-5.16753e-05	8.75189e-06
2.077	2.02295	-5.16761e-05	8.74622e-06
2.078	2.02289	-5.16247e-05	8.7367e-06
2.079	2.02283	-5.16347e-05	8.74132e-06
2.08	2.02277	-5.16843e-05	8.72014e-06
2.081	2.02271	-5.17237e-05	8.71244e-06
2.082	2.02265	-5.20314e-05	8.76242e-06
2.083	2.02259	-5.19394e-05	8.72789e-06
2.084	2.02253	-5.17703e-05	8.69694e-06
2.085	2.02247	-4.8622e-05	8.99379e-06
2.086	2.02242	-4.8467e-05	9.00924e-06
2.087	2.02236	-4.853e-05	9.00805e-06
2.088	2.0223	-4.8624e-05	8.98223e-06
2.089	2.02224	-4.87494e-05	8.97119e-06
2.09	2.02218	-4.88432e-05	8.96681e-06
2.091	2.02212	-4.90413e-05	8.96487e-06
2.092	2.02206	-4.89999e-05	8.93102e-06
2.093	2.022	-4.99933e-05	9.09384e-06
2.094	2.02194	-4.89387e-05	8.89918e-06
2.095	2.02188	-4.90309e-05	8.89847e-06
2.096	2.02183	-4.90765e-05	8.88868e-06
2.097	2.02177	-4.94116e-05	8.90913e-06
2.098	2.02171	-4.90952e-05	8.88471e-06
2.099	2.02165	-4.91281e-05	8.87712e-06
2.1	2.02159	-4.91421e-05	8.87189e-06
2.101	2.02153	-4.91572e-05	8.85755e-06
2.102	2.02148	-4.91515e-05	8.85916e-06
2.103	2.02142	-4.91646e-05	8.84829e-06
2.104	2.02136	-4.91233e-05	8.84466e-06
2.105	2.0213	-4.9142e-05	8.83657e-06
2.106	2.02124	-4.91255e-05	8.83251e-06
2.107	2.02119	-4.91028e-05	8.82322e-06
2.108	2.02113	-4.90771e-05	8.82447e-06
2.109	2.02107	-4.90488e-05	8.81849e-06
2.11	2.02101	-4.90251e-05	8.81311e-06
2.111	2.02095	-4.90153e-05	8.80911e-06
2.112	2.0209	-4.89136e-05	8.80702e-06
2.113	2.02084	-4.88923e-05	8.80949e-06
2.114	2.02078	-4.88623e-05	8.80579e-06
2.115	2.02072	-4.88365e-05	8.79294e-06
2.116	2.02067	-4.8812e-05	8.78448e-06
2.117	2.02062	-4.87738e-05	8.74505e-06
2.118	2.02056	-4.86672e-05	8.77404e-06
2.119	2.02051	-4.87054e-05	8.77411e-06
2.12	2.02045	-4.86361e-05	8.77075e-06
2.121	2.02039	-4.86462e-05	8.76767e-06
2.122	2.02034	-4.86192e-05	8.77268e-06
2.123	2.02028	-4.86058e-05	8.74311e-06
2.124	2.02022	-4.8551e-05	8.75616e-06
2.125	2.02017	-4.85404e-05	8.75521e-06
2.126	2.02011	-4.84651e-05	8.75e-06
2.127	2.02005	-4.84273e-05	8.74179e-06
2.128	2.02	-4.8399e-05	8.7469e-06
2.129	2.01994	-4.83499e-05	8.74441e-06
2.13	2.01988	-4.84449e-05	8.73756e-06
2.131	2.01983	-4.83222e-05	8.73679e-06
2.132	2.01977	-4.83098e-05	8.71921e-06
2.133	2.01971	-4.82578e-05	8.73437e-06
2.134	2.01966	-4.82346e-05	8.72659e-06
2.135	2.0196	-4.81969e-05	8.71622e-06
2.136	2.01955	-4.81628e-05	8.71253e-06
2.137	2.01949	-4.81253e-05	8.71027e-06
2.138	2.01943	-4.81141e-05	8.71182e-06
2.139	2.01938	-4.81078e-05	8.70659e-06
2.14	2.01932	-4.79941e-05	8.714e-06
2.141	2.01927	-4.65157e-05	8.69551e-06
2.142	2.01922	-4.75467e-05	8.67967e-06
2.143	2.01916	-4.76279e-05	8.67919e-06
2.144	2.01911	-4.76311e-05	8.67804e-06
2.145	2.01905	-4.76184e-05	8.67652e-06
2.146	2.019	-4.76025e-05	8.66427e-06
2.147	2.01894	-4.75567e-05	8.6736e-06
2.148	2.01889	-4.75032e-05	8.67403e-06
2.149	2.01883	-4.74431e-05	8.66962e-06
2.15	2.01877	-4.74568e-05	8.65861e-06
2.151	2.01872	-4.74673e-05	8.49264e-06
2.152	2.0187	-4.43805e-05	8.61827e-06
2.153	2.01865	-4.75777e-05	8.59383e-06
2.154	2.0186	-4.76517e-05	8.62265e-06
2.155	2.01854	-4.76202e-05	8.63351e-06
2.156	2.01848	-4.75112e-05	8.63268e-06
2.157	2.01843	-4.7321e-05	8.63114e-06
2.158	2.01837	-4.75056e-05	8.62731e-06
2.159	2.01831	-4.73015e-05	8.63147e-06
2.16	2.01826	-4.72921e-05	8.63083e-06
2.161	2.0182	-4.72168e-05	8.63986e-06
2.162	2.01815	-4.7167e-05	8.63408e-06
2.163	2.01809	-4.70985e-05	8.62598e-06
2.164	2.01803	-4.70502e-05	8.62964e-06
2.165	2.01798	-4.70018e-05	8.61728e-06
2.166	2.01792	-4.6957e-05	8.61058e-06
2.167	2.01787	-4.69134e-05	8.61938e-06
2.168	2.01781	-4.68895e-05	8.62103e-06
2.169	2.01776	-4.68418e-05	8.60185e-06
2.17	2.0177	-4.6807e-05	8.61234e-06
2.171	2.01765	-4.67683e-05	8.60231e-06
2.172	2.01759	-4.67405e-05	8.60182e-06
2.173	2.01754	-4.41613e-05	8.86969e-06
2.174	2.01748	-4.4335e-05	8.86562e-06
2.175	2.01743	-4.38953e-05	8.48093e-06
2.176	2.01738	-4.4766e-05	8.76844e-06
2.177	2.01732	-4.4957e-05	8.75978e-06
2.178	2.01727	-4.50855e-05	8.74491e-06
2.179	2.01721	-4.521e-05	8.7238e-06
2.18	2.01716	-4.52991e-05	8.71336e-06
2.181	2.0171	-4.53925e-05	8.6925e-06
2.182	2.01705	-4.546e-05	8.67918e-06
2.183	2.017	-4.55199e-05	8.66585e-06
2.184	2.01694	-4.5562e-05	8.65986e-06
2.185	2.01689	-4.5609e-05	8.64465e-06
2.186	2.01683	-4.56416e-05	8.63839e-06
2.187	2.01678	-4.57667e-05	8.6199e-06
2.188	2.01673	-4.57959e-05	8.61005e-06
2.189	2.01667	-4.57759e-05	8.60069e-06
2.19	2.01662	-4.58006e-05	8.59209e-06
2.191	2.01657	-4.58067e-05	8.58464e-06
2.192	2.01651	-4.58055e-05	8.56461e-06
2.193	2.01646	-4.57992e-05	8.55559e-06
2.194	2.01641	-4.57976e-05	8.54962e-06
2.195	2.01635	-4.57823e-05	8.54361e-06
2.196	2.0163	-4.57713e-05	8.53661e-06
2.197	2.01625	-4.57482e-05	8.54327e-06
2.198	2.01619	-4.57467e-05	8.53539e-06
2.199	2.01614	-4.57211e-05	8.5238e-06
2.2	2.01609	-4.57118e-05	8.52149e-06
2.201	2.01603	-4.56848e-05	8.51019e-06
2.202	2.01598	-4.57093e-05	8.4953e-06
2.203	2.01593	-4.52485e-05	8.36213e-06
2.204	2.01588	-4.57715e-05	8.51062e-06
2.205	2.01582	-4.54916e-05	8.43507e-06
2.206	2.01577	-4.58483e-05	8.56364e-06
2.207	2.01572	-4.5115e-05	8.28769e-06
2.208	2.01568	-4.60939e-05	8.63842e-06
2.209	2.01562	-4.40726e-05	8.15688e-06
2.21	2.01558	-4.62998e-05	8.73817e-06
2.211	2.01552	-4.43223e-05	8.11397e-06
2.212	2.01547	-4.65392e-05	8.83651e-06
2.213	2.01541	-4.40155e-05	8.0367e-06
2.214	2.01537	-4.66411e-05	8.86924e-06
2.215	2.01531	-4.39743e-05	8.02255e-06
2.216	2.01526	-4.65067e-05	8.83016e-06
2.217	2.0152	-3.47823e-05	8.48357e-06
2.218	2.01516	-4.71235e-05	8.84617e-06
2.219	2.0151	-4.32678e-05	8.04818e-06
2.22	2.01505	-4.68323e-05	8.72137e-06
2.221	2.015	-4.41112e-05	8.19275e-06
2.222	2.01495	-4.59177e-05	8.56363e-06
2.223	2.0149	-4.45904e-05	8.28793e-06
2.224	2.01484	-4.52977e-05	8.46351e-06
2.225	2.01479	-4.48032e-05	8.34651e-06
2.226	2.01474	-4.50316e-05	8.4004e-06
2.227	2.01469	-4.37779e-05	8.34035e-06
2.228	2.01464	-4.46647e-05	8.36526e-06
2.229	2.01459	-4.49732e-05	8.38662e-06
2.23	2.01454	-4.48758e-05	8.38942e-06
2.231	2.01449	-4.48443e-05	8.38416e-06
2.232	2.01444	-4.48207e-05	8.38219e-06
2.233	2.01439	-4.45784e-05	8.34721e-06
2.234	2.01434	-4.46458e-05	8.3532e-06
2.235	2.01429	-4.48076e-05	8.38153e-06
2.236	2.01424	-4.46716e-05	8.36817e-06
2.237	2.01419	-4.46318e-05	8.3641e-06
2.238	2.01414	-4.4594e-05	8.36032e-06
2.239	2.01409	-4.45651e-05	8.35298e-06
2.24	2.01403	-4.43249e-05	8.31354e-06
2.241	2.01398	-4.43587e-05	8.31122e-06
2.242	2.01394	-4.17778e-05	8.26148e-06
2.243	2.0139	-4.45689e-05	8.26606e-06
2.244	2.01386	-4.44844e-05	8.08221e-06
2.245	2.01382	-4.46132e-05	8.27174e-06
2.246	2.01377	-4.46384e-05	8.30524e-06
2.247	2.01372	-4.45617e-05	8.30444e-06
2.248	2.01367	-4.44939e-05	8.31177e-06
2.249	2.01361	-4.44231e-05	8.30848e-06
2.25	2.01356	-4.43553e-05	8.30913e-06
2.251	2.01351	-4.42879e-05	8.30764e-06
2.252	2.01346	-4.42308e-05	8.30568e-06
2.253	2.01341	-4.41752e-05	8.30258e-06
2.254	2.01335	-4.4111e-05	8.30002e-06
2.255	2.0133	-4.40615e-05	8.29802e-06
2.256	2.01325	-4.40161e-05	8.29386e-06
2.257	2.0132	-4.39671e-05	8.29048e-06
2.258	2.01315	-4.38903e-05	8.30292e-06
2.259	2.0131	-4.38033e-05	8.29828e-06
2.26	2.01305	-4.37494e-05	8.28883e-06
2.261	2.013	-4.37017e-05	8.29105e-06
2.262	2.01295	-4.36681e-05	8.29243e-06
2.263	2.0129	-4.36371e-05	8.28645e-06
