# Time	Cd	Cl	Cm
4.835	1.95883	-1.10719e-05	2.99059e-06
4.836	1.95883	-1.10075e-05	3.01243e-06
4.837	1.95882	-1.11385e-05	3.00224e-06
4.838	1.95881	-1.11845e-05	2.96995e-06
4.839	1.9588	-1.10343e-05	3.00278e-06
4.84	1.95879	-1.12547e-05	2.96927e-06
4.841	1.95879	-1.10412e-05	3.0051e-06
4.842	1.95878	-1.10676e-05	2.99901e-06
4.843	1.95877	-1.10796e-05	2.95805e-06
4.844	1.95877	-1.10773e-05	2.98362e-06
4.845	1.95876	-1.11869e-05	2.95875e-06
4.846	1.95875	-1.10648e-05	2.99051e-06
4.847	1.95874	-1.11907e-05	2.95778e-06
4.848	1.95874	-1.11139e-05	2.95887e-06
4.849	1.95873	-1.11932e-05	2.95724e-06
4.85	1.95872	-1.18504e-05	2.97553e-06
4.851	1.95871	-1.07479e-05	2.9715e-06
4.852	1.95871	-1.10816e-05	2.97554e-06
4.853	1.9587	-1.10807e-05	2.97426e-06
4.854	1.95869	-1.10811e-05	2.97243e-06
4.855	1.95869	-1.10793e-05	2.97044e-06
4.856	1.95868	-1.11288e-05	2.96764e-06
4.857	1.95867	-1.105e-05	2.95968e-06
4.858	1.95866	-1.12184e-05	2.94375e-06
4.859	1.95866	-1.096e-05	2.96736e-06
4.86	1.95865	-1.12206e-05	2.9789e-06
4.861	1.95864	-1.11491e-05	2.97762e-06
4.862	1.95863	-1.09111e-05	2.93882e-06
4.863	1.95862	-1.11277e-05	2.93916e-06
4.864	1.95862	-1.10555e-05	2.97189e-06
4.865	1.95861	-1.11787e-05	2.92826e-06
4.866	1.95861	-1.10754e-05	2.93419e-06
4.867	1.9586	-1.10857e-05	2.94768e-06
4.868	1.95859	-1.10901e-05	2.9701e-06
4.869	1.95859	-1.11109e-05	2.96386e-06
4.87	1.95858	-1.11809e-05	2.92183e-06
4.871	1.95857	-1.10375e-05	2.95135e-06
4.872	1.95856	-1.10225e-05	2.93781e-06
4.873	1.95856	-1.1039e-05	2.93005e-06
4.874	1.95855	-1.10828e-05	2.93828e-06
4.875	1.95854	-1.10785e-05	2.94161e-06
4.876	1.95853	-1.10454e-05	2.93505e-06
4.877	1.95852	-1.10513e-05	2.94333e-06
4.878	1.95852	-1.11594e-05	2.93508e-06
4.879	1.95851	-1.11687e-05	2.93519e-06
4.88	1.95851	-1.11612e-05	2.93418e-06
4.881	1.9585	-1.10705e-05	2.93398e-06
4.882	1.95849	-1.10961e-05	2.92864e-06
4.883	1.95848	-1.11505e-05	2.93177e-06
4.884	1.95848	-1.11392e-05	2.93076e-06
4.885	1.95847	-1.09741e-05	2.95254e-06
4.886	1.95846	-1.1033e-05	2.93812e-06
4.887	1.95846	-1.09927e-05	2.92186e-06
4.888	1.95845	-1.11301e-05	2.92602e-06
4.889	1.95845	-1.08768e-05	2.94374e-06
4.89	1.95844	-1.09949e-05	2.94534e-06
4.891	1.95843	-1.09768e-05	2.93334e-06
4.892	1.95842	-1.10097e-05	2.90058e-06
4.893	1.95842	-1.08644e-05	2.9352e-06
4.894	1.95841	-1.10184e-05	2.93613e-06
4.895	1.9584	-1.09833e-05	2.91218e-06
4.896	1.95839	-1.09068e-05	2.91908e-06
4.897	1.95839	-1.08979e-05	2.94637e-06
4.898	1.95838	-1.11379e-05	2.9052e-06
4.899	1.95838	-1.08921e-05	2.94365e-06
4.9	1.95836	-1.11213e-05	2.90369e-06
4.901	1.95836	-1.08696e-05	2.94274e-06
4.902	1.95835	-1.10429e-05	2.91182e-06
4.903	1.95834	-1.1063e-05	2.90234e-06
4.904	1.95834	-1.10399e-05	2.90856e-06
4.905	1.95833	-1.07434e-05	2.93603e-06
4.906	1.95833	-1.08562e-05	2.93969e-06
4.907	1.95832	-1.09486e-05	2.92041e-06
4.908	1.95831	-1.10128e-05	2.88962e-06
4.909	1.95831	-1.09282e-05	2.94315e-06
4.91	1.9583	-1.09852e-05	2.90924e-06
4.911	1.95829	-1.09519e-05	2.9251e-06
4.912	1.95828	-1.09583e-05	2.91292e-06
4.913	1.95828	-1.09277e-05	2.90917e-06
4.914	1.95826	-1.10544e-05	2.88807e-06
4.915	1.95826	-1.09694e-05	2.9094e-06
4.916	1.95825	-1.09586e-05	2.90918e-06
4.917	1.95825	-1.09362e-05	2.90687e-06
4.918	1.95824	-1.08483e-05	2.90913e-06
4.919	1.95824	-1.11753e-05	2.93804e-06
4.92	1.95822	-1.06701e-05	2.88568e-06
4.921	1.95822	-1.09588e-05	2.90327e-06
4.922	1.95821	-1.10356e-05	2.88133e-06
4.923	1.95821	-1.0938e-05	2.89684e-06
4.924	1.9582	-1.0923e-05	2.89438e-06
4.925	1.95819	-1.09379e-05	2.90173e-06
4.926	1.95818	-1.10169e-05	2.88932e-06
4.927	1.95818	-1.09339e-05	2.88858e-06
4.928	1.95817	-1.12086e-05	2.89526e-06
4.929	1.95816	-1.08346e-05	2.88756e-06
4.93	1.95816	-1.09361e-05	2.89798e-06
4.931	1.95815	-1.08548e-05	2.89115e-06
4.932	1.95814	-1.09168e-05	2.88539e-06
4.933	1.95814	-1.09412e-05	2.88643e-06
4.934	1.95813	-1.08836e-05	2.88636e-06
4.935	1.95812	-1.09602e-05	2.88787e-06
4.936	1.95812	-1.08611e-05	2.88299e-06
4.937	1.95811	-1.11019e-05	2.89466e-06
4.938	1.9581	-1.07815e-05	2.87563e-06
4.939	1.9581	-1.09128e-05	2.88224e-06
4.94	1.95809	-1.10544e-05	2.90101e-06
4.941	1.95808	-1.07718e-05	2.87254e-06
4.942	1.95808	-1.08707e-05	2.8772e-06
4.943	1.95807	-1.10546e-05	2.88271e-06
4.944	1.95806	-1.06948e-05	2.85993e-06
4.945	1.95806	-1.09092e-05	2.88144e-06
4.946	1.95805	-1.08598e-05	2.87532e-06
4.947	1.95804	-1.08721e-05	2.87967e-06
4.948	1.95804	-1.08459e-05	2.87612e-06
4.949	1.95803	-1.08651e-05	2.87578e-06
4.95	1.95802	-1.08566e-05	2.8771e-06
4.951	1.95802	-1.08358e-05	2.87451e-06
4.952	1.95801	-1.08408e-05	2.87229e-06
4.953	1.958	-1.09118e-05	2.86473e-06
4.954	1.95799	-1.08733e-05	2.86359e-06
4.955	1.95799	-1.08146e-05	2.87613e-06
4.956	1.95798	-1.0873e-05	2.86271e-06
4.957	1.95797	-1.0843e-05	2.86392e-06
4.958	1.95797	-1.08912e-05	2.8902e-06
4.959	1.95796	-1.06606e-05	2.85401e-06
4.96	1.95795	-1.08527e-05	2.85843e-06
4.961	1.95795	-1.08277e-05	2.86107e-06
4.962	1.95794	-1.0828e-05	2.8646e-06
4.963	1.95793	-1.08224e-05	2.86293e-06
4.964	1.95793	-1.0804e-05	2.86441e-06
4.965	1.95792	-1.08026e-05	2.86229e-06
4.966	1.95791	-1.08117e-05	2.85822e-06
4.967	1.95791	-1.07852e-05	2.86055e-06
4.968	1.9579	-1.0895e-05	2.85846e-06
4.969	1.95789	-1.0824e-05	2.86093e-06
4.97	1.95789	-1.07563e-05	2.86783e-06
4.971	1.95788	-1.08209e-05	2.84875e-06
4.972	1.95787	-1.09261e-05	2.85456e-06
4.973	1.95787	-1.07707e-05	2.85128e-06
4.974	1.95786	-1.07519e-05	2.84987e-06
4.975	1.95785	-1.0754e-05	2.85487e-06
4.976	1.95785	-1.07408e-05	2.84649e-06
4.977	1.95784	-1.07725e-05	2.85709e-06
4.978	1.95783	-1.07611e-05	2.85193e-06
4.979	1.95783	-1.07833e-05	2.84774e-06
4.98	1.95782	-1.0722e-05	2.85246e-06
4.981	1.95782	-1.07471e-05	2.84964e-06
4.982	1.95781	-1.07592e-05	2.85174e-06
4.983	1.9578	-1.0742e-05	2.85075e-06
4.984	1.9578	-1.07521e-05	2.84979e-06
4.985	1.95779	-1.07458e-05	2.84876e-06
4.986	1.95778	-1.07416e-05	2.84774e-06
4.987	1.95778	-1.07362e-05	2.84614e-06
4.988	1.95777	-1.07031e-05	2.84606e-06
4.989	1.95776	-1.07531e-05	2.8423e-06
4.99	1.95776	-1.07579e-05	2.83957e-06
4.991	1.95775	-1.07798e-05	2.84035e-06
4.992	1.95774	-1.0732e-05	2.84189e-06
4.993	1.95774	-1.06997e-05	2.84093e-06
4.994	1.95773	-1.05782e-05	2.80572e-06
4.995	1.95772	-1.06243e-05	2.84481e-06
4.996	1.95772	-1.06743e-05	2.83831e-06
4.997	1.95771	-1.0657e-05	2.83898e-06
4.998	1.9577	-1.06398e-05	2.80248e-06
4.999	1.9577	-1.05939e-05	2.83555e-06
5	1.95769	-1.07061e-05	2.83626e-06
5.001	1.95768	-1.06557e-05	2.83438e-06
5.002	1.95768	-1.06721e-05	2.83009e-06
5.003	1.95767	-1.07245e-05	2.82698e-06
5.004	1.95766	-1.07075e-05	2.82804e-06
5.005	1.95766	-1.06603e-05	2.8256e-06
5.006	1.95765	-1.07093e-05	2.81939e-06
5.007	1.95765	-1.08242e-05	2.78873e-06
5.008	1.95764	-1.0374e-05	2.89496e-06
5.009	1.95763	-1.05729e-05	2.84468e-06
5.01	1.95762	-1.06312e-05	2.83635e-06
5.011	1.95762	-1.06054e-05	2.82361e-06
5.012	1.95761	-1.06649e-05	2.79942e-06
5.013	1.9576	-1.05654e-05	2.82692e-06
5.014	1.9576	-1.06238e-05	2.81864e-06
5.015	1.95759	-1.06102e-05	2.82502e-06
5.016	1.95759	-1.0645e-05	2.82863e-06
5.017	1.95758	-1.06101e-05	2.81756e-06
5.018	1.95757	-1.05896e-05	2.82473e-06
5.019	1.95757	-1.06403e-05	2.79773e-06
5.02	1.95756	-1.05233e-05	2.81965e-06
5.021	1.95755	-1.05136e-05	2.79564e-06
5.022	1.95755	-1.04928e-05	2.83094e-06
5.023	1.95754	-1.05753e-05	2.84066e-06
5.024	1.95754	-1.08129e-05	2.75877e-06
5.025	1.95753	-1.08531e-05	2.73084e-06
5.026	1.95752	-1.05544e-05	2.84243e-06
5.027	1.95752	-1.05299e-05	2.82147e-06
5.028	1.95751	-1.05105e-05	2.81612e-06
5.029	1.9575	-1.06084e-05	2.81781e-06
5.03	1.9575	-1.05442e-05	2.81365e-06
5.031	1.9575	-1.05329e-05	2.83833e-06
5.032	1.95748	-1.04678e-05	2.79004e-06
5.033	1.95748	-1.06126e-05	2.81113e-06
5.034	1.95748	-1.05236e-05	2.83177e-06
5.035	1.95746	-1.04843e-05	2.78729e-06
5.036	1.95746	-1.05733e-05	2.80363e-06
5.037	1.95745	-1.05839e-05	2.81182e-06
5.038	1.95745	-1.06256e-05	2.7911e-06
5.039	1.95744	-1.05526e-05	2.80278e-06
5.04	1.95743	-1.05783e-05	2.80674e-06
5.041	1.95743	-1.04925e-05	2.81366e-06
5.042	1.95742	-1.05438e-05	2.80573e-06
5.043	1.95741	-1.05137e-05	2.79773e-06
5.044	1.95741	-1.05089e-05	2.79958e-06
5.045	1.9574	-1.05014e-05	2.79847e-06
5.046	1.9574	-1.0558e-05	2.79978e-06
5.047	1.95739	-1.05211e-05	2.80113e-06
5.048	1.95738	-1.0523e-05	2.79814e-06
5.049	1.95738	-1.05207e-05	2.7973e-06
5.05	1.95737	-1.05162e-05	2.7968e-06
5.051	1.95736	-1.05124e-05	2.79622e-06
5.052	1.95736	-1.0509e-05	2.79538e-06
5.053	1.95735	-1.05053e-05	2.79469e-06
5.054	1.95735	-1.05068e-05	2.79605e-06
5.055	1.95734	-1.05031e-05	2.79776e-06
5.056	1.95733	-1.04735e-05	2.76235e-06
5.057	1.95733	-1.05232e-05	2.78833e-06
5.058	1.95732	-1.05265e-05	2.77312e-06
5.059	1.95731	-1.04773e-05	2.7891e-06
5.06	1.95731	-1.04955e-05	2.79404e-06
5.061	1.9573	-1.04627e-05	2.75913e-06
5.062	1.95729	-1.05101e-05	2.78421e-06
5.063	1.95729	-1.04127e-05	2.75771e-06
5.064	1.95728	-1.05204e-05	2.77544e-06
5.065	1.95728	-1.05889e-05	2.76144e-06
5.066	1.95727	-1.04713e-05	2.77645e-06
5.067	1.95727	-1.05459e-05	2.7711e-06
5.068	1.95726	-1.0548e-05	2.76588e-06
5.069	1.95725	-1.04733e-05	2.75976e-06
5.07	1.95725	-1.04242e-05	2.77617e-06
5.071	1.95724	-1.04864e-05	2.77084e-06
5.072	1.95723	-1.05275e-05	2.76791e-06
5.073	1.95723	-1.03898e-05	2.76803e-06
5.074	1.95722	-1.05707e-05	2.7637e-06
5.075	1.95721	-1.03769e-05	2.77157e-06
5.076	1.95721	-1.05639e-05	2.76229e-06
5.077	1.9572	-1.03675e-05	2.77042e-06
5.078	1.9572	-1.05592e-05	2.7605e-06
5.079	1.95719	-1.04582e-05	2.76456e-06
5.08	1.95718	-1.03765e-05	2.77052e-06
5.081	1.95718	-1.04724e-05	2.772e-06
5.082	1.95717	-1.04445e-05	2.76773e-06
5.083	1.95717	-1.04484e-05	2.76001e-06
5.084	1.95716	-1.0459e-05	2.75786e-06
5.085	1.95715	-1.04578e-05	2.75669e-06
5.086	1.95715	-1.04612e-05	2.75541e-06
5.087	1.95714	-1.03722e-05	2.76233e-06
5.088	1.95714	-1.04863e-05	2.75796e-06
5.089	1.95713	-1.03688e-05	2.75881e-06
5.09	1.95712	-1.03789e-05	2.76503e-06
5.091	1.95712	-1.04725e-05	2.75523e-06
5.092	1.95711	-1.04204e-05	2.76199e-06
5.093	1.95711	-1.03657e-05	2.75816e-06
5.094	1.9571	-1.04204e-05	2.75846e-06
5.095	1.95709	-1.03634e-05	2.74769e-06
5.096	1.95709	-1.03588e-05	2.75602e-06
5.097	1.95708	-1.04214e-05	2.7519e-06
5.098	1.95707	-1.02829e-05	2.75134e-06
5.099	1.95707	-1.01879e-05	2.7743e-06
5.1	1.95706	-1.05711e-05	2.75073e-06
5.101	1.95706	-1.03211e-05	2.74649e-06
5.102	1.95705	-1.03591e-05	2.74839e-06
5.103	1.95704	-1.03144e-05	2.74236e-06
5.104	1.95704	-1.04277e-05	2.72826e-06
5.105	1.95703	-1.03086e-05	2.75508e-06
5.106	1.95703	-1.04162e-05	2.73942e-06
5.107	1.95702	-1.02771e-05	2.74529e-06
5.108	1.95701	-1.03149e-05	2.73647e-06
5.109	1.95701	-1.04385e-05	2.73848e-06
5.11	1.957	-1.02819e-05	2.74695e-06
5.111	1.957	-1.02985e-05	2.74734e-06
5.112	1.95699	-1.04007e-05	2.73392e-06
5.113	1.95698	-1.02684e-05	2.73947e-06
5.114	1.95698	-1.02993e-05	2.73439e-06
5.115	1.95697	-1.02594e-05	2.73798e-06
5.116	1.95697	-1.03437e-05	2.74256e-06
5.117	1.95696	-1.03989e-05	2.7177e-06
5.118	1.95695	-1.02508e-05	2.72979e-06
5.119	1.95695	-1.02978e-05	2.73477e-06
5.12	1.95694	-1.02262e-05	2.74695e-06
5.121	1.95694	-1.03833e-05	2.73432e-06
5.122	1.95693	-1.03489e-05	2.74181e-06
5.123	1.95692	-1.02822e-05	2.72588e-06
5.124	1.95692	-1.03034e-05	2.7335e-06
5.125	1.95691	-1.02836e-05	2.73304e-06
5.126	1.95691	-1.02817e-05	2.73253e-06
5.127	1.9569	-1.02359e-05	2.72527e-06
5.128	1.9569	-1.0348e-05	2.73032e-06
5.129	1.95689	-1.03604e-05	2.72619e-06
5.13	1.95688	-1.02293e-05	2.73815e-06
5.131	1.95688	-1.02674e-05	2.73182e-06
5.132	1.95687	-1.02519e-05	2.72316e-06
5.133	1.95686	-1.02825e-05	2.72734e-06
5.134	1.95686	-1.00639e-05	2.75001e-06
5.135	1.95685	-1.04691e-05	2.72262e-06
5.136	1.95685	-1.02632e-05	2.72944e-06
5.137	1.95684	-9.9664e-06	2.71541e-06
5.138	1.95684	-1.02197e-05	2.7229e-06
5.139	1.95683	-1.02925e-05	2.72185e-06
5.14	1.95682	-1.01769e-05	2.7153e-06
5.141	1.95682	-1.00155e-05	2.69258e-06
5.142	1.95681	-1.05225e-05	2.6962e-06
5.143	1.95681	-9.99338e-06	2.70702e-06
5.144	1.9568	-1.03515e-05	2.72091e-06
5.145	1.95679	-1.01785e-05	2.70974e-06
5.146	1.95679	-1.02238e-05	2.71905e-06
5.147	1.95678	-1.02496e-05	2.68837e-06
5.148	1.95678	-1.01365e-05	2.71464e-06
5.149	1.95677	-1.0207e-05	2.69439e-06
5.15	1.95676	-1.01758e-05	2.71224e-06
5.151	1.95676	-1.03082e-05	2.67812e-06
5.152	1.95675	-1.01268e-05	2.70343e-06
5.153	1.95675	-1.02505e-05	2.69222e-06
5.154	1.95674	-1.01878e-05	2.70947e-06
5.155	1.95674	-1.03099e-05	2.6787e-06
5.156	1.95673	-1.01146e-05	2.68368e-06
5.157	1.95672	-1.02642e-05	2.68e-06
5.158	1.95672	-1.01306e-05	2.7024e-06
5.159	1.95671	-1.02872e-05	2.68682e-06
5.16	1.95671	-1.02231e-05	2.67848e-06
5.161	1.9567	-1.02295e-05	2.67222e-06
5.162	1.9567	-1.02214e-05	2.72173e-06
5.163	1.95669	-1.0076e-05	2.70152e-06
5.164	1.95668	-1.02899e-05	2.67514e-06
5.165	1.95668	-1.0219e-05	2.676e-06
5.166	1.95667	-1.02106e-05	2.67259e-06
5.167	1.95667	-1.02101e-05	2.66865e-06
5.168	1.95666	-1.01965e-05	2.67746e-06
5.169	1.95665	-1.0254e-05	2.66978e-06
5.17	1.95665	-1.01505e-05	2.73969e-06
5.171	1.95664	-1.02336e-05	2.70866e-06
5.172	1.95664	-1.00766e-05	2.70081e-06
5.173	1.95663	-1.00404e-05	2.66626e-06
5.174	1.95663	-1.01341e-05	2.73331e-06
5.175	1.95662	-1.014e-05	2.69719e-06
5.176	1.95661	-1.00217e-05	2.69024e-06
5.177	1.95661	-1.01124e-05	2.70115e-06
5.178	1.9566	-1.00195e-05	2.66176e-06
5.179	1.9566	-1.01669e-05	2.7001e-06
5.18	1.9566	-1.01624e-05	2.6791e-06
5.181	1.95658	-9.97931e-06	2.66481e-06
5.182	1.95658	-1.00489e-05	2.69608e-06
5.183	1.95658	-1.0169e-05	2.68944e-06
5.184	1.95657	-1.00987e-05	2.70729e-06
5.185	1.95656	-1.04201e-05	2.65328e-06
5.186	1.95656	-1.01345e-05	2.68847e-06
5.187	1.95655	-1.01272e-05	2.64966e-06
5.188	1.95655	-1.01442e-05	2.68184e-06
5.189	1.95654	-9.60601e-06	2.67716e-06
5.19	1.95654	-1.0196e-05	2.67425e-06
5.191	1.95653	-9.91027e-06	2.65229e-06
5.192	1.95653	-1.01966e-05	2.68397e-06
5.193	1.95652	-9.93242e-06	2.68943e-06
5.194	1.95651	-1.00313e-05	2.67758e-06
5.195	1.95651	-9.99357e-06	2.6796e-06
5.196	1.9565	-1.00473e-05	2.68296e-06
5.197	1.9565	-9.88405e-06	2.68366e-06
5.198	1.95649	-9.92815e-06	2.6742e-06
5.199	1.95648	-9.65385e-06	2.63136e-06
5.2	1.95648	-1.05148e-05	2.69611e-06
5.201	1.95647	-9.5412e-06	2.67003e-06
5.202	1.95647	-1.05472e-05	2.68913e-06
5.203	1.95646	-9.56998e-06	2.66265e-06
5.204	1.95646	-1.01121e-05	2.68367e-06
5.205	1.95645	-9.80153e-06	2.66496e-06
5.206	1.95645	-9.94368e-06	2.67917e-06
5.207	1.95644	-9.94469e-06	2.66859e-06
5.208	1.95644	-9.90345e-06	2.6653e-06
5.209	1.95643	-9.84704e-06	2.66535e-06
5.21	1.95642	-9.92299e-06	2.66983e-06
5.211	1.95641	-9.74532e-06	2.62065e-06
5.212	1.95641	-1.02056e-05	2.70934e-06
5.213	1.95641	-1.01142e-05	2.6679e-06
5.214	1.9564	-1.0041e-05	2.66246e-06
5.215	1.9564	-9.81022e-06	2.67337e-06
5.216	1.95639	-1.00514e-05	2.65502e-06
5.217	1.95638	-9.80352e-06	2.64731e-06
5.218	1.95638	-1.00082e-05	2.67585e-06
5.219	1.95637	-9.86876e-06	2.67348e-06
5.22	1.95637	-1.02404e-05	2.65164e-06
5.221	1.95636	-9.84046e-06	2.66135e-06
5.222	1.95635	-9.67858e-06	2.61581e-06
5.223	1.95635	-1.00691e-05	2.67777e-06
5.224	1.95634	-9.64314e-06	2.62149e-06
5.225	1.95634	-1.00545e-05	2.68022e-06
5.226	1.95633	-9.72935e-06	2.66732e-06
5.227	1.95633	-9.84791e-06	2.64378e-06
5.228	1.95632	-9.65562e-06	2.60434e-06
5.229	1.95632	-1.00668e-05	2.67273e-06
5.23	1.95631	-9.6497e-06	2.60728e-06
5.231	1.95631	-1.01979e-05	2.67298e-06
5.232	1.95629	-9.69828e-06	2.60038e-06
5.233	1.9563	-1.01213e-05	2.66258e-06
5.234	1.95629	-9.82355e-06	2.6494e-06
5.235	1.95629	-9.74628e-06	2.65188e-06
5.236	1.95628	-9.83289e-06	2.64933e-06
5.237	1.95627	-9.90844e-06	2.65237e-06
5.238	1.95627	-9.99254e-06	2.64664e-06
5.239	1.95626	-9.6937e-06	2.5948e-06
5.24	1.95626	-9.972e-06	2.66236e-06
5.241	1.95625	-9.72402e-06	2.65159e-06
5.242	1.95624	-9.89224e-06	2.65928e-06
5.243	1.95624	-9.85647e-06	2.63811e-06
5.244	1.95624	-9.7263e-06	2.64231e-06
5.245	1.95623	-9.80268e-06	2.64043e-06
5.246	1.95622	-9.8201e-06	2.63414e-06
5.247	1.95622	-9.86329e-06	2.6312e-06
5.248	1.95621	-9.63794e-06	2.59451e-06
5.249	1.95621	-1.01512e-05	2.66968e-06
5.25	1.9562	-9.86229e-06	2.63298e-06
5.251	1.95619	-9.64155e-06	2.58037e-06
5.252	1.9562	-9.9701e-06	2.64844e-06
5.253	1.95619	-9.80563e-06	2.62955e-06
5.254	1.95618	-9.7789e-06	2.63309e-06
5.255	1.95618	-9.76489e-06	2.63543e-06
5.256	1.95617	-9.82622e-06	2.62506e-06
5.257	1.95616	-9.7581e-06	2.62577e-06
5.258	1.95616	-9.77273e-06	2.62764e-06
5.259	1.95615	-9.78216e-06	2.62621e-06
5.26	1.95615	-9.78723e-06	2.61992e-06
5.261	1.95614	-9.75403e-06	2.63016e-06
5.262	1.95614	-9.713e-06	2.62715e-06
5.263	1.95613	-9.70775e-06	2.6294e-06
5.264	1.95613	-9.75265e-06	2.62709e-06
5.265	1.95612	-9.82332e-06	2.62694e-06
5.266	1.95612	-9.75759e-06	2.62651e-06
5.267	1.95611	-9.76507e-06	2.61578e-06
5.268	1.95611	-9.61884e-06	2.62328e-06
5.269	1.9561	-9.70597e-06	2.62526e-06
5.27	1.95609	-9.77836e-06	2.6252e-06
5.271	1.95609	-9.73317e-06	2.62006e-06
5.272	1.95608	-9.74545e-06	2.63355e-06
5.273	1.95608	-9.71547e-06	2.61758e-06
5.274	1.95607	-9.77087e-06	2.62516e-06
5.275	1.95607	-9.63258e-06	2.62364e-06
5.276	1.95606	-9.74662e-06	2.61901e-06
5.277	1.95606	-9.69296e-06	2.61663e-06
5.278	1.95605	-9.63979e-06	2.61501e-06
5.279	1.95605	-9.63219e-06	2.61855e-06
5.28	1.95604	-9.69575e-06	2.61571e-06
5.281	1.95604	-9.68847e-06	2.61248e-06
5.282	1.95603	-9.61612e-06	2.60355e-06
5.283	1.95602	-9.62815e-06	2.57427e-06
5.284	1.95602	-1.0018e-05	2.60943e-06
5.285	1.95601	-9.63546e-06	2.60563e-06
5.286	1.95601	-9.6626e-06	2.61289e-06
5.287	1.956	-9.69719e-06	2.61894e-06
5.288	1.95599	-9.49399e-06	2.5541e-06
5.289	1.956	-9.81087e-06	2.62657e-06
5.29	1.95599	-9.73654e-06	2.60017e-06
5.291	1.95598	-9.72201e-06	2.59434e-06
5.292	1.95598	-9.69777e-06	2.60144e-06
5.293	1.95597	-9.57612e-06	2.60441e-06
5.294	1.95597	-9.61947e-06	2.59264e-06
5.295	1.95596	-9.61777e-06	2.60414e-06
5.296	1.95596	-9.62435e-06	2.59924e-06
5.297	1.95595	-9.70023e-06	2.59036e-06
5.298	1.95594	-9.54523e-06	2.53928e-06
5.299	1.95594	-9.81048e-06	2.6302e-06
5.3	1.95593	-9.58236e-06	2.59999e-06
5.301	1.95593	-9.57138e-06	2.58438e-06
5.302	1.95592	-9.61921e-06	2.59924e-06
5.303	1.95592	-9.56509e-06	2.61359e-06
5.304	1.95591	-9.60024e-06	2.60019e-06
5.305	1.9559	-9.53618e-06	2.53692e-06
5.306	1.95591	-9.70431e-06	2.61168e-06
5.307	1.9559	-9.5769e-06	2.59123e-06
5.308	1.95589	-9.6064e-06	2.58923e-06
5.309	1.95588	-9.51595e-06	2.53058e-06
5.31	1.95588	-9.58539e-06	2.57271e-06
5.311	1.95587	-9.68369e-06	2.54878e-06
5.312	1.95587	-9.57897e-06	2.57106e-06
5.313	1.95586	-9.65312e-06	2.55698e-06
5.314	1.95586	-9.61698e-06	2.55266e-06
5.315	1.95586	-9.65319e-06	2.62375e-06
5.316	1.95584	-9.49853e-06	2.53999e-06
5.317	1.95585	-9.76737e-06	2.60197e-06
5.318	1.95584	-9.52997e-06	2.57691e-06
5.319	1.95584	-9.6397e-06	2.5798e-06
5.32	1.95583	-9.71094e-06	2.57451e-06
5.321	1.95583	-9.50018e-06	2.57472e-06
5.322	1.95582	-9.62703e-06	2.56916e-06
5.323	1.95582	-9.5987e-06	2.56801e-06
5.324	1.95581	-9.42298e-06	2.59376e-06
5.325	1.9558	-9.58047e-06	2.56684e-06
5.326	1.95579	-9.49011e-06	2.53291e-06
5.327	1.9558	-9.6049e-06	2.61339e-06
5.328	1.95579	-9.7922e-06	2.57785e-06
5.329	1.95578	-9.47791e-06	2.57012e-06
5.33	1.95578	-9.54364e-06	2.56969e-06
5.331	1.95577	-9.40238e-06	2.57262e-06
5.332	1.95577	-9.39316e-06	2.56737e-06
5.333	1.95576	-9.53419e-06	2.57075e-06
5.334	1.95576	-9.61525e-06	2.56481e-06
5.335	1.95575	-9.47659e-06	2.56384e-06
5.336	1.95575	-9.39297e-06	2.56148e-06
5.337	1.95574	-9.57924e-06	2.56624e-06
5.338	1.95574	-9.51601e-06	2.56533e-06
5.339	1.95573	-9.44059e-06	2.56545e-06
5.34	1.95573	-9.53443e-06	2.5521e-06
5.341	1.95572	-9.50898e-06	2.55681e-06
5.342	1.95572	-9.50986e-06	2.55899e-06
5.343	1.95571	-9.50761e-06	2.55536e-06
5.344	1.95571	-9.51299e-06	2.55938e-06
5.345	1.9557	-9.49505e-06	2.55701e-06
5.346	1.9557	-9.53155e-06	2.56518e-06
5.347	1.95569	-9.48235e-06	2.55781e-06
5.348	1.95569	-9.47259e-06	2.56765e-06
5.349	1.95568	-9.47021e-06	2.55712e-06
5.35	1.95568	-9.47658e-06	2.55693e-06
5.351	1.95567	-9.56429e-06	2.54218e-06
5.352	1.95567	-9.47919e-06	2.55209e-06
5.353	1.95565	-9.38535e-06	2.508e-06
5.354	1.95566	-9.57511e-06	2.58e-06
5.355	1.95565	-9.52128e-06	2.55067e-06
5.356	1.95565	-9.51895e-06	2.5527e-06
5.357	1.95564	-9.4157e-06	2.55148e-06
5.358	1.95563	-9.35309e-06	2.50923e-06
5.359	1.95563	-9.58501e-06	2.56577e-06
5.36	1.95563	-9.51963e-06	2.53811e-06
5.361	1.95561	-9.40856e-06	2.50686e-06
5.362	1.95561	-9.50775e-06	2.51645e-06
5.363	1.95561	-9.62227e-06	2.56475e-06
5.364	1.95561	-9.47739e-06	2.53507e-06
5.365	1.9556	-9.3859e-06	2.53825e-06
5.366	1.9556	-9.17638e-06	2.56945e-06
5.367	1.95559	-9.41829e-06	2.53234e-06
5.368	1.95558	-9.28035e-06	2.48025e-06
5.369	1.95558	-9.52225e-06	2.56971e-06
5.37	1.95557	-9.31733e-06	2.4813e-06
5.371	1.95557	-9.43525e-06	2.5203e-06
5.372	1.95557	-9.6101e-06	2.55443e-06
